product_name,category,unit_size,batch_id,production_date,total_weight_kg,in_stock_quantity,price_per_unit,cost_per_unit,operator_name,print_count,printed_by
Garam Masala,Masala,500gm,B08472,2024-08-08,48.0,96,146.96,88.81,Ravi,208,Printer_B
Garam Masala,Masala,50gm,B08473,2025-11-24,6.2,124,146.21,97.07,Seema,82,Printer_B
Green Chilly Pickle,Pickle,1kg,B08474,2024-11-14,105.0,105,76.46,50.4,Neha,166,Printer_C
Green Chilly Pickle,Pickle,500gm,B08475,2023-12-08,56.0,112,142.65,71.79,Ajay,140,Printer_C
Sweet N Hot Lemon Pickle,Pickle,100gm,B08476,2025-03-03,11.2,112,125.71,83.29,Seema,80,Printer_B
Papad,Papad,500gm,B08477,2023-07-22,48.5,97,49.6,37.12,Priya,157,Printer_B
Kanda Lasun Masala,Masala,500gm,B08478,2025-11-05,66.0,132,59.03,36.53,Neha,139,Printer_B
Kanda Lasun Masala,Masala,200gm,B08479,2025-10-20,17.8,89,147.15,101.14,Ajay,278,Printer_A
Meat Masala,Masala,500gm,B08480,2025-08-07,59.5,119,64.34,54.33,Seema,123,Printer_C
Maruti Mix Pickle,Pickle,50gm,B08481,2023-10-18,5.4,108,58.19,40.17,Neha,104,Printer_B
Panipuri Chatani,Chutney,100gm,B08482,2023-09-09,15.7,157,56.86,40.99,Ajay,34,Printer_B
Lasun Pickle,Pickle,50gm,B08483,2024-02-04,6.65,133,39.36,29.83,Seema,223,Printer_B
Meat Masala,Masala,500gm,B08484,2023-11-02,28.0,56,120.09,90.28,Seema,162,Printer_A
Kanda Lasun Masala,Masala,50gm,B08485,2024-03-15,2.75,55,99.4,87.99,Neha,208,Printer_C
Haldi Powder,Masala,200gm,B08486,2025-03-27,20.6,103,109.9,93.42,Seema,256,Printer_C
Bedgi Mirchi Powder,Masala,200gm,B08487,2024-06-26,22.4,112,98.1,74.02,Sunil,124,Printer_B
Mango Pickle,Pickle,500gm,B08488,2023-05-24,38.0,76,55.74,40.63,Seema,141,Printer_A
Mango Pickle,Pickle,200gm,B08489,2025-01-28,24.2,121,41.0,24.86,Priya,261,Printer_C
Biryani Pulav Masala,Masala,50gm,B08490,2023-10-17,2.9,58,111.35,94.23,Ravi,64,Printer_A
Misal Masala,Masala,1kg,B08491,2025-11-18,101.0,101,109.06,70.11,Ajay,300,Printer_C
Mithi Chatani,Chutney,1kg,B08492,2023-08-23,113.0,113,73.23,51.29,Neha,218,Printer_C
Lemon Pickle,Pickle,100gm,B08493,2024-05-03,9.3,93,36.38,31.65,Sunil,160,Printer_A
Lemon Pickle,Pickle,500gm,B08494,2023-02-26,60.0,120,54.24,42.9,Ajay,211,Printer_C
Papad,Papad,1kg,B08495,2023-01-28,130.0,130,135.42,105.75,Seema,245,Printer_A
Javas Chatani,Chutney,500gm,B08496,2024-12-20,70.5,141,103.64,71.86,Seema,284,Printer_C
Biryani Pulav Masala,Masala,200gm,B08497,2023-12-01,26.2,131,43.22,28.99,Ajay,66,Printer_B
Chatpata Thecha,Thecha,1kg,B08498,2023-10-17,88.0,88,113.55,90.06,Ajay,163,Printer_B
Maruti Mix Pickle,Pickle,50gm,B08499,2023-06-19,5.7,114,122.66,69.7,Ajay,80,Printer_A
Shengdana Chatani,Chutney,100gm,B08500,2025-04-13,10.9,109,76.12,65.13,Ravi,25,Printer_B
Meat Masala,Masala,100gm,B08501,2025-08-07,9.5,95,76.3,61.84,Sunil,286,Printer_C
Chatpata Masala,Masala,500gm,B08502,2025-02-07,77.0,154,142.56,99.22,Ajay,125,Printer_B
Green Chilly Pickle,Pickle,50gm,B08503,2023-08-01,6.1,122,97.5,62.86,Seema,289,Printer_C
Hirva Thecha,Thecha,100gm,B08504,2025-08-27,7.2,72,127.57,89.45,Priya,196,Printer_A
Sunday Kala Masala,Masala,50gm,B08505,2024-11-02,2.7,54,32.63,27.1,Seema,171,Printer_A
Maruti Mango Pickle,Pickle,50gm,B08506,2025-06-13,6.4,128,66.67,40.91,Sunil,16,Printer_B
Lemon Pickle,Pickle,50gm,B08507,2025-05-06,5.1,102,121.38,104.37,Priya,118,Printer_C
Green Chilly Pickle,Pickle,1kg,B08508,2023-05-17,136.0,136,127.91,88.73,Priya,136,Printer_A
Garam Masala,Masala,200gm,B08509,2024-01-04,11.8,59,81.68,65.62,Ravi,287,Printer_C
Chicken Masala,Masala,50gm,B08510,2023-11-20,2.9,58,37.38,27.7,Priya,103,Printer_C
Shengdana Chatani,Chutney,50gm,B08511,2024-09-20,5.85,117,115.78,81.53,Ajay,189,Printer_B
Panipuri Chatani,Chutney,1kg,B08512,2025-11-27,108.0,108,107.98,95.27,Sunil,292,Printer_A
Papad,Papad,200gm,B08513,2024-10-18,15.4,77,62.19,43.66,Sunil,206,Printer_A
Maruti Mango Pickle,Pickle,50gm,B08514,2024-04-08,6.75,135,120.62,96.08,Seema,203,Printer_B
Maruti Mix Pickle,Pickle,200gm,B08515,2024-08-10,19.4,97,113.83,87.2,Ajay,154,Printer_A
Tikha & Lal Mirchi Powder,Masala,200gm,B08516,2025-02-15,10.8,54,134.12,119.73,Priya,147,Printer_B
Chatpata Thecha,Thecha,500gm,B08517,2025-12-03,74.5,149,44.25,36.68,Ravi,178,Printer_B
Chicken Masala,Masala,50gm,B08518,2024-12-20,2.8,56,43.14,29.09,Neha,167,Printer_C
8+2 Mirchi Powder,Masala,500gm,B08519,2025-07-14,62.0,124,119.06,68.61,Ajay,48,Printer_B
Javas Chatani,Chutney,100gm,B08520,2025-12-13,7.4,74,109.92,91.73,Neha,155,Printer_C
Green Chilly Pickle,Pickle,100gm,B08521,2023-07-18,6.1,61,118.55,85.09,Sunil,86,Printer_B
Murabba,Pickle,100gm,B08522,2024-03-04,13.9,139,73.78,66.02,Sunil,228,Printer_C
Chatpata Thecha,Thecha,1kg,B08523,2024-06-12,100.0,100,104.62,73.97,Sunil,88,Printer_A
Mango Pickle,Pickle,200gm,B08524,2025-06-18,11.4,57,71.72,59.94,Priya,289,Printer_C
Misal Masala,Masala,1kg,B08525,2024-08-27,128.0,128,100.43,66.12,Seema,125,Printer_C
Lemon Pickle,Pickle,500gm,B08526,2025-04-27,50.0,100,42.9,29.26,Seema,248,Printer_C
Kitchen King Masala,Masala,200gm,B08527,2025-11-24,27.2,136,38.22,25.34,Sunil,242,Printer_A
Lemon Pickle,Pickle,50gm,B08528,2024-09-23,8.75,175,109.15,78.02,Ajay,250,Printer_C
Garam Masala,Masala,50gm,B08529,2024-12-03,2.7,54,97.45,75.82,Seema,20,Printer_A
sabudana papad,Papad,100gm,B08530,2023-11-28,14.0,140,100.45,88.63,Neha,120,Printer_C
Khobra Lasun Chatani,Chutney,500gm,B08531,2025-09-20,37.5,75,148.96,113.14,Seema,265,Printer_A
udad dal papad,Papad,1kg,B08532,2024-06-15,137.0,137,149.51,134.3,Priya,206,Printer_B
Chunda,Pickle,500gm,B08533,2024-12-16,46.0,92,106.19,79.03,Ravi,51,Printer_C
Javas Chatani,Chutney,200gm,B08534,2023-04-19,30.0,150,84.71,64.02,Ajay,235,Printer_C
Kolhapuri Thecha,Thecha,50gm,B08535,2023-11-11,6.4,128,128.27,89.33,Ajay,121,Printer_B
Hirva Thecha,Thecha,50gm,B08536,2024-01-04,7.1,142,125.68,91.51,Ravi,61,Printer_B
Hirva Thecha,Thecha,100gm,B08537,2024-09-20,6.8,68,149.21,108.58,Neha,255,Printer_A
Maruti Mix Pickle,Pickle,500gm,B08538,2025-10-27,37.0,74,90.17,76.12,Neha,119,Printer_A
Hirva Thecha,Thecha,100gm,B08539,2024-12-16,13.9,139,134.75,102.08,Seema,299,Printer_B
Chatpata Thecha,Thecha,100gm,B08540,2024-03-19,9.9,99,63.71,40.7,Ajay,46,Printer_A
Shengdana Chatani,Chutney,50gm,B08541,2024-07-23,4.25,85,136.27,110.9,Priya,90,Printer_B
Mango Pickle,Pickle,200gm,B08542,2024-08-21,17.2,86,140.86,120.38,Seema,249,Printer_A
Dhana Powder,Masala,1kg,B08543,2025-03-22,119.0,119,33.25,20.78,Sunil,140,Printer_C
Kitchen King Masala,Masala,50gm,B08544,2024-04-01,7.8,156,58.25,46.32,Ajay,65,Printer_B
Tikha & Lal Mirchi Powder,Masala,500gm,B08545,2025-10-13,81.0,162,74.99,47.18,Ajay,94,Printer_C
Chatpata Masala,Masala,100gm,B08546,2023-01-11,13.9,139,68.62,41.22,Ajay,270,Printer_B
Mix Pickle,Pickle,200gm,B08547,2025-03-05,23.2,116,128.13,112.84,Neha,36,Printer_A
Maruti Mix Pickle,Pickle,200gm,B08548,2025-10-16,13.0,65,122.26,76.67,Priya,166,Printer_C
Garam Masala,Masala,200gm,B08549,2023-09-03,35.2,176,110.29,65.98,Ajay,11,Printer_A
Karala Chatani,Chutney,100gm,B08550,2023-10-24,12.4,124,57.74,51.61,Neha,249,Printer_A
8+2 Mirchi Powder,Masala,500gm,B08551,2023-04-24,68.5,137,123.55,82.22,Ajay,278,Printer_B
Green Chilly Pickle,Pickle,50gm,B08552,2025-11-22,3.1,62,56.37,42.4,Priya,260,Printer_C
Chicken Masala,Masala,50gm,B08553,2023-12-16,5.7,114,138.57,117.17,Ravi,130,Printer_A
Misal Masala,Masala,200gm,B08554,2025-04-13,21.4,107,56.8,37.84,Sunil,286,Printer_A
Maruti Mango Pickle,Pickle,50gm,B08555,2024-10-12,6.95,139,149.61,102.24,Priya,62,Printer_A
Chat Masala,Masala,500gm,B08556,2025-03-25,27.0,54,39.18,27.11,Neha,29,Printer_C
Meat Masala,Masala,50gm,B08557,2025-01-04,6.3,126,129.34,116.35,Seema,20,Printer_C
Green Chilly Pickle,Pickle,50gm,B08558,2025-12-27,2.55,51,39.88,27.01,Seema,143,Printer_B
Lemon Pickle,Pickle,200gm,B08559,2025-08-23,12.2,61,115.33,95.99,Seema,13,Printer_C
sabudana papad,Papad,1kg,B08560,2023-04-15,86.0,86,98.04,70.51,Seema,249,Printer_C
Green Chilly Pickle,Pickle,200gm,B08561,2023-05-10,19.6,98,134.99,87.19,Sunil,249,Printer_B
Meat Masala,Masala,500gm,B08562,2023-11-20,63.5,127,61.93,37.59,Ajay,54,Printer_A
Garam Masala,Masala,100gm,B08563,2025-12-20,11.9,119,41.3,31.13,Ajay,68,Printer_C
Papad,Papad,1kg,B08564,2024-11-03,112.0,112,90.55,71.76,Ravi,109,Printer_A
Chatpata Thecha,Thecha,500gm,B08565,2024-11-17,43.0,86,57.47,39.19,Sunil,294,Printer_B
Garam Masala,Masala,500gm,B08566,2025-01-23,83.5,167,132.88,98.99,Ajay,48,Printer_C
Garam Masala,Masala,100gm,B08567,2025-08-22,11.4,114,89.85,75.4,Ravi,19,Printer_B
Dal Tadka Masala,Masala,1kg,B08568,2023-06-16,60.0,60,77.91,64.18,Sunil,52,Printer_C
Javas Chatani,Chutney,50gm,B08569,2024-02-02,4.85,97,31.89,28.39,Ravi,297,Printer_B
Chunda,Pickle,200gm,B08570,2023-07-04,21.8,109,84.59,64.76,Ravi,291,Printer_B
Shengdana Chatani,Chutney,200gm,B08571,2024-07-06,25.2,126,92.62,69.75,Seema,65,Printer_A
Mango Pickle,Pickle,200gm,B08572,2025-01-08,19.2,96,32.4,28.9,Neha,274,Printer_B
Garam Masala,Masala,50gm,B08573,2025-08-26,7.2,144,90.99,81.42,Neha,105,Printer_A
Garam Masala,Masala,1kg,B08574,2023-10-09,72.0,72,37.16,27.56,Seema,144,Printer_A
Sweet N Hot Lemon Pickle,Pickle,500gm,B08575,2024-12-03,70.0,140,60.62,42.74,Neha,100,Printer_C
Garam Masala,Masala,50gm,B08576,2025-07-13,6.6,132,39.52,26.19,Sunil,152,Printer_C
Chicken Masala,Masala,1kg,B08577,2023-10-18,80.0,80,73.98,48.81,Seema,182,Printer_C
Chunda,Pickle,200gm,B08578,2023-03-03,25.8,129,148.12,111.74,Sunil,257,Printer_A
Misal Masala,Masala,500gm,B08579,2025-01-12,42.0,84,111.95,95.71,Ravi,99,Printer_A
Mix Pickle,Pickle,50gm,B08580,2025-06-26,4.05,81,121.98,78.72,Neha,272,Printer_A
Mango Pickle,Pickle,50gm,B08581,2023-05-17,5.8,116,122.41,73.64,Sunil,236,Printer_A
Garam Masala,Masala,200gm,B08582,2023-12-23,22.6,113,123.69,84.7,Neha,247,Printer_A
Maruti Mango Pickle,Pickle,500gm,B08583,2024-08-12,43.5,87,99.59,82.63,Priya,171,Printer_B
Kanda Lasun Masala,Masala,100gm,B08584,2024-11-24,5.4,54,63.52,50.97,Priya,10,Printer_C
Kolhapuri Jhatka,Masala,500gm,B08585,2025-08-24,56.5,113,98.86,70.72,Priya,46,Printer_A
Lasun Pickle,Pickle,100gm,B08586,2023-09-08,11.4,114,128.74,74.21,Ajay,102,Printer_C
Chat Masala,Masala,50gm,B08587,2024-07-13,4.4,88,138.17,101.74,Neha,253,Printer_A
Hirva Thecha,Thecha,50gm,B08588,2023-02-10,4.95,99,86.76,71.91,Ravi,94,Printer_B
Garam Masala,Masala,50gm,B08589,2025-03-18,2.5,50,122.9,78.0,Seema,105,Printer_A
Maruti Mix Pickle,Pickle,1kg,B08590,2023-05-08,112.0,112,119.74,104.01,Priya,131,Printer_C
Hirva Thecha,Thecha,200gm,B08591,2023-11-26,27.2,136,35.36,25.57,Neha,56,Printer_C
8+2 Mirchi Powder,Masala,1kg,B08592,2025-03-02,173.0,173,39.09,27.93,Ajay,128,Printer_A
Malvani Masala,Masala,500gm,B08593,2023-08-17,45.0,90,73.4,49.47,Ajay,101,Printer_C
Mango Pickle,Pickle,500gm,B08594,2023-03-24,32.0,64,75.91,58.24,Ravi,82,Printer_A
Mango Pickle,Pickle,500gm,B08595,2025-12-24,62.5,125,44.04,29.31,Priya,17,Printer_C
Javas Chatani,Chutney,500gm,B08596,2025-06-06,56.5,113,56.64,43.31,Sunil,243,Printer_C
Kanda Lasun Masala,Masala,500gm,B08597,2025-11-05,66.5,133,98.39,50.34,Ajay,43,Printer_A
Karala Chatani,Chutney,200gm,B08598,2024-12-08,12.8,64,37.72,33.3,Ravi,245,Printer_C
Green Chilly Pickle,Pickle,200gm,B08599,2025-10-11,17.0,85,41.39,29.66,Sunil,72,Printer_C
Kitchen King Masala,Masala,200gm,B08600,2023-10-07,27.2,136,137.39,122.82,Seema,31,Printer_A
Meat Masala,Masala,1kg,B08601,2025-07-12,78.0,78,65.49,39.61,Sunil,42,Printer_A
Mango Pickle,Pickle,1kg,B08602,2023-09-04,97.0,97,71.55,37.61,Ajay,10,Printer_C
Green Chilly Pickle,Pickle,200gm,B08603,2025-05-03,24.8,124,34.71,24.81,Ajay,231,Printer_B
Green Chilly Pickle,Pickle,500gm,B08604,2025-01-24,71.0,142,48.71,31.12,Ajay,78,Printer_B
Kolhapuri Jhatka,Masala,500gm,B08605,2024-05-17,68.0,136,40.71,31.49,Sunil,290,Printer_A
Maruti Mango Pickle,Pickle,500gm,B08606,2025-04-07,39.0,78,92.01,60.24,Ravi,251,Printer_C
Dhana Powder,Masala,50gm,B08607,2023-11-22,2.95,59,149.69,133.34,Neha,228,Printer_A
Garam Masala,Masala,1kg,B08608,2025-08-26,81.0,81,80.17,48.2,Ajay,155,Printer_B
Chunda,Pickle,100gm,B08609,2023-06-23,8.7,87,80.31,69.56,Ravi,186,Printer_C
Green Chilly Pickle,Pickle,500gm,B08610,2024-09-23,61.0,122,60.52,52.51,Priya,262,Printer_A
Green Chilly Pickle,Pickle,200gm,B08611,2024-02-23,28.4,142,122.54,94.96,Ajay,102,Printer_A
Maruti Mango Pickle,Pickle,500gm,B08612,2025-12-03,27.0,54,138.11,88.73,Neha,17,Printer_A
Mango Pickle,Pickle,200gm,B08613,2025-12-28,22.4,112,107.24,79.22,Neha,93,Printer_B
Garam Masala,Masala,500gm,B08614,2024-02-07,64.0,128,30.84,24.37,Ravi,161,Printer_B
Karala Chatani,Chutney,1kg,B08615,2023-10-16,102.0,102,39.05,29.51,Ajay,184,Printer_C
Green Chilly Pickle,Pickle,1kg,B08616,2023-03-09,105.0,105,114.06,91.78,Neha,178,Printer_C
Murabba,Pickle,200gm,B08617,2023-04-08,22.6,113,30.83,18.6,Ravi,219,Printer_C
Murabba,Pickle,200gm,B08618,2023-02-06,10.2,51,105.01,93.31,Seema,300,Printer_A
Dal Tadka Masala,Masala,50gm,B08619,2024-09-18,8.35,167,78.05,60.51,Ajay,109,Printer_C
Karala Chatani,Chutney,500gm,B08620,2024-11-25,36.5,73,89.88,74.85,Ravi,127,Printer_C
sabudana papad,Papad,50gm,B08621,2025-07-22,3.2,64,114.15,100.4,Seema,248,Printer_A
Maruti Mango Pickle,Pickle,1kg,B08622,2024-05-10,108.0,108,114.96,80.31,Neha,194,Printer_C
Kashmiri Mirchi Powder,Masala,1kg,B08623,2023-08-01,59.0,59,86.67,62.61,Neha,146,Printer_B
Chat Masala,Masala,1kg,B08624,2024-05-12,55.0,55,80.76,64.78,Sunil,166,Printer_A
Biryani Pulav Masala,Masala,1kg,B08625,2025-08-10,141.0,141,144.54,116.46,Ravi,120,Printer_A
Mango Pickle,Pickle,500gm,B08626,2025-04-28,57.0,114,54.36,35.91,Priya,293,Printer_A
Dhana Powder,Masala,1kg,B08627,2024-03-21,77.0,77,134.0,90.1,Seema,288,Printer_C
Garam Masala,Masala,50gm,B08628,2023-01-01,6.05,121,110.44,86.83,Sunil,229,Printer_C
Green Chilly Pickle,Pickle,500gm,B08629,2023-09-18,71.5,143,125.1,73.25,Ajay,73,Printer_B
Lasun Pickle,Pickle,50gm,B08630,2025-11-03,2.45,49,123.28,90.68,Priya,134,Printer_C
Karala Chatani,Chutney,500gm,B08631,2025-04-02,54.5,109,112.23,98.13,Sunil,180,Printer_C
Kanda Lasun Masala,Masala,200gm,B08632,2025-12-17,22.0,110,142.1,92.28,Sunil,33,Printer_B
Green Chilly Pickle,Pickle,500gm,B08633,2023-05-08,58.0,116,66.62,55.89,Sunil,272,Printer_C
Tikhat Mirchi Powder,Masala,500gm,B08634,2024-01-08,51.0,102,47.77,31.35,Seema,279,Printer_B
Kitchen King Masala,Masala,100gm,B08635,2023-06-27,8.6,86,85.79,68.29,Neha,12,Printer_A
Kashmiri Mirchi Powder,Masala,100gm,B08636,2025-11-16,13.4,134,101.72,62.01,Priya,78,Printer_A
Garam Masala,Masala,1kg,B08637,2023-12-19,124.0,124,138.81,89.93,Ravi,24,Printer_C
Chatpata Masala,Masala,50gm,B08638,2023-07-20,2.7,54,124.74,85.9,Ravi,276,Printer_A
Misal Masala,Masala,1kg,B08639,2024-10-23,168.0,168,94.28,75.2,Ajay,81,Printer_A
udad dal papad,Papad,100gm,B08640,2023-08-15,13.8,138,131.65,88.73,Priya,240,Printer_B
Papad,Papad,1kg,B08641,2024-10-07,140.0,140,38.27,30.24,Seema,207,Printer_B
Chatpata Masala,Masala,100gm,B08642,2025-05-13,12.8,128,76.07,60.65,Sunil,254,Printer_A
Kolhapuri Jhatka,Masala,50gm,B08643,2023-04-01,6.75,135,128.83,81.32,Seema,60,Printer_B
Green Chilly Pickle,Pickle,100gm,B08644,2023-04-21,9.0,90,52.87,42.26,Seema,136,Printer_C
Green Chilly Pickle,Pickle,50gm,B08645,2023-12-21,2.9,58,146.62,126.17,Priya,55,Printer_C
Sunday Kala Masala,Masala,50gm,B08646,2023-02-19,4.85,97,41.61,30.81,Ajay,36,Printer_B
Green Chilly Pickle,Pickle,1kg,B08647,2023-08-24,128.0,128,61.14,52.26,Priya,60,Printer_B
Chicken Masala,Masala,500gm,B08648,2024-09-15,48.0,96,96.99,78.97,Ravi,29,Printer_C
Kolhapuri Jhatka,Masala,100gm,B08649,2025-09-07,14.7,147,52.04,36.62,Sunil,243,Printer_C
Kitchen King Masala,Masala,200gm,B08650,2023-06-08,13.0,65,72.88,60.67,Neha,189,Printer_C
Kolhapuri Jhatka,Masala,100gm,B08651,2023-03-18,7.0,70,91.91,70.55,Neha,163,Printer_B
Maruti Mix Pickle,Pickle,500gm,B08652,2024-01-20,51.0,102,105.49,67.0,Ajay,10,Printer_C
Papad,Papad,50gm,B08653,2025-03-04,5.95,119,52.35,36.37,Priya,201,Printer_C
Goda Masala,Masala,50gm,B08654,2024-02-26,3.05,61,42.98,32.84,Neha,162,Printer_A
8+2 Mirchi Powder,Masala,1kg,B08655,2025-11-11,102.0,102,106.09,64.54,Ajay,292,Printer_B
Chicken Masala,Masala,200gm,B08656,2024-10-20,29.6,148,45.31,33.11,Neha,203,Printer_C
Green Chilly Pickle,Pickle,1kg,B08657,2024-12-12,156.0,156,104.62,72.21,Ajay,44,Printer_A
Kolhapuri Jhatka,Masala,50gm,B08658,2023-12-25,7.35,147,108.17,67.96,Sunil,78,Printer_A
Murabba,Pickle,200gm,B08659,2023-09-12,10.0,50,67.59,50.41,Ravi,230,Printer_A
Chunda,Pickle,200gm,B08660,2023-01-05,13.0,65,113.2,91.24,Sunil,245,Printer_A
Jai Ho Mango Pickle,Pickle,50gm,B08661,2025-05-09,5.8,116,48.29,41.57,Seema,22,Printer_C
Karala Chatani,Chutney,200gm,B08662,2023-10-18,25.4,127,123.49,96.79,Priya,247,Printer_B
Lasun Pickle,Pickle,500gm,B08663,2023-04-22,46.0,92,88.25,55.85,Sunil,238,Printer_A
Bedgi Mirchi Powder,Masala,500gm,B08664,2023-05-04,51.0,102,123.07,78.44,Priya,209,Printer_C
8+2 Mirchi Powder,Masala,500gm,B08665,2024-04-16,76.5,153,136.4,94.3,Ajay,194,Printer_A
Maruti Mango Pickle,Pickle,200gm,B08666,2023-05-11,21.0,105,147.66,88.74,Neha,173,Printer_B
Green Chilly Pickle,Pickle,1kg,B08667,2025-05-11,128.0,128,31.08,24.55,Seema,159,Printer_A
Biryani Pulav Masala,Masala,50gm,B08668,2024-04-16,6.6,132,149.31,115.0,Ravi,156,Printer_A
Haldi Powder,Masala,1kg,B08669,2025-04-25,80.0,80,146.31,83.51,Ajay,26,Printer_B
Mithi Chatani,Chutney,50gm,B08670,2024-05-05,6.8,136,101.03,67.15,Ajay,35,Printer_C
Panipuri Chatani,Chutney,500gm,B08671,2025-03-25,63.0,126,124.5,65.01,Ajay,258,Printer_C
Green Chilly Pickle,Pickle,50gm,B08672,2024-12-01,5.75,115,66.35,44.21,Priya,10,Printer_B
Bedgi Mirchi Powder,Masala,200gm,B08673,2025-04-09,24.2,121,79.23,55.89,Ajay,174,Printer_C
Green Chilly Pickle,Pickle,100gm,B08674,2025-06-08,8.8,88,147.08,114.92,Ajay,140,Printer_B
Biryani Pulav Masala,Masala,1kg,B08675,2023-09-12,87.0,87,46.19,35.98,Neha,212,Printer_C
Malvani Masala,Masala,200gm,B08676,2023-05-27,12.4,62,137.87,85.54,Priya,151,Printer_B
sabudana papad,Papad,100gm,B08677,2024-05-09,11.7,117,43.85,33.36,Priya,37,Printer_A
Khobra Lasun Chatani,Chutney,100gm,B08678,2025-05-08,11.3,113,50.31,37.68,Priya,229,Printer_C
Malvani Masala,Masala,1kg,B08679,2023-05-05,75.0,75,52.45,37.15,Neha,73,Printer_A
Misal Masala,Masala,200gm,B08680,2025-08-21,14.2,71,134.07,97.28,Priya,157,Printer_B
Kanda Lasun Masala,Masala,200gm,B08681,2023-12-21,24.0,120,104.15,90.03,Priya,20,Printer_C
Chat Masala,Masala,500gm,B08682,2023-05-04,63.0,126,115.1,66.14,Ajay,37,Printer_B
Maruti Mango Pickle,Pickle,500gm,B08683,2024-12-28,36.5,73,78.96,55.05,Sunil,30,Printer_B
Kitchen King Masala,Masala,200gm,B08684,2023-06-06,14.6,73,67.98,58.71,Sunil,108,Printer_A
Murabba,Pickle,100gm,B08685,2023-10-22,10.6,106,74.09,63.59,Ravi,33,Printer_C
Garam Masala,Masala,50gm,B08686,2023-08-16,3.0,60,132.02,91.44,Seema,290,Printer_A
Shengdana Chatani,Chutney,500gm,B08687,2025-07-18,46.0,92,131.69,94.28,Priya,274,Printer_A
Mithi Chatani,Chutney,500gm,B08688,2025-10-15,48.0,96,59.37,40.03,Neha,223,Printer_B
Javas Chatani,Chutney,1kg,B08689,2025-07-07,120.0,120,65.28,48.48,Sunil,55,Printer_B
Chatpata Masala,Masala,1kg,B08690,2025-03-18,100.0,100,64.11,39.66,Ravi,102,Printer_B
Garam Masala,Masala,200gm,B08691,2025-10-04,14.8,74,68.48,60.85,Neha,147,Printer_A
Kitchen King Masala,Masala,100gm,B08692,2025-04-13,10.8,108,124.49,76.39,Neha,274,Printer_C
Mango Pickle,Pickle,500gm,B08693,2025-04-10,28.5,57,145.77,98.79,Seema,172,Printer_A
Mithi Chatani,Chutney,100gm,B08694,2024-10-01,10.2,102,52.92,38.18,Ravi,182,Printer_A
Green Chilly Pickle,Pickle,200gm,B08695,2025-04-14,21.2,106,131.23,81.12,Ravi,19,Printer_A
Bedgi Mirchi Powder,Masala,100gm,B08696,2023-03-04,11.2,112,141.1,96.93,Neha,79,Printer_B
Green Chilly Pickle,Pickle,500gm,B08697,2023-11-16,26.5,53,126.86,86.63,Seema,191,Printer_B
Green Chilly Pickle,Pickle,200gm,B08698,2024-01-04,24.2,121,121.59,99.57,Priya,57,Printer_C
Javas Chatani,Chutney,500gm,B08699,2025-12-28,43.0,86,81.98,52.46,Ravi,91,Printer_B
Chatpata Thecha,Thecha,100gm,B08700,2024-05-14,15.8,158,144.54,75.39,Ajay,11,Printer_B
Green Chilly Pickle,Pickle,50gm,B08701,2023-01-02,7.4,148,37.02,26.67,Ravi,101,Printer_C
Panipuri Chatani,Chutney,200gm,B08702,2025-02-11,12.4,62,71.39,62.98,Priya,254,Printer_B
Mithi Chatani,Chutney,1kg,B08703,2025-05-13,100.0,100,30.43,19.26,Seema,200,Printer_A
Mango Pickle,Pickle,100gm,B08704,2023-06-25,6.1,61,63.25,42.02,Priya,45,Printer_A
Kitchen King Masala,Masala,100gm,B08705,2024-03-12,13.3,133,133.69,97.15,Ajay,207,Printer_A
Shengdana Chatani,Chutney,500gm,B08706,2023-12-07,45.0,90,55.46,43.61,Neha,289,Printer_C
Murabba,Pickle,1kg,B08707,2023-01-27,145.0,145,90.5,80.13,Sunil,25,Printer_A
Garam Masala,Masala,100gm,B08708,2023-12-03,8.7,87,41.36,28.5,Sunil,240,Printer_B
Meat Masala,Masala,50gm,B08709,2024-12-05,5.05,101,44.59,32.25,Ajay,199,Printer_B
Lemon Pickle,Pickle,200gm,B08710,2024-02-05,29.6,148,148.97,112.92,Sunil,169,Printer_C
Sunday Kala Masala,Masala,50gm,B08711,2024-12-06,2.9,58,96.88,75.62,Neha,258,Printer_B
Maruti Mix Pickle,Pickle,100gm,B08712,2023-12-20,9.4,94,60.25,50.34,Seema,157,Printer_B
Lemon Pickle,Pickle,1kg,B08713,2025-02-14,174.0,174,122.88,61.75,Ajay,233,Printer_A
Green Chilly Pickle,Pickle,1kg,B08714,2024-10-22,55.0,55,117.93,75.18,Neha,300,Printer_C
Green Chilly Pickle,Pickle,100gm,B08715,2024-11-23,8.6,86,53.36,37.86,Priya,74,Printer_B
Shengdana Chatani,Chutney,200gm,B08716,2023-05-21,27.8,139,121.61,99.0,Neha,186,Printer_A
Chunda,Pickle,100gm,B08717,2023-03-02,8.9,89,149.69,120.61,Priya,276,Printer_B
Tikha & Lal Mirchi Powder,Masala,1kg,B08718,2023-10-27,139.0,139,56.8,38.71,Seema,289,Printer_B
Maruti Mango Pickle,Pickle,500gm,B08719,2023-04-15,54.0,108,118.68,74.12,Priya,128,Printer_B
Tikhat Mirchi Powder,Masala,200gm,B08720,2024-11-26,21.8,109,120.0,100.36,Priya,206,Printer_B
Mango Pickle,Pickle,1kg,B08721,2024-11-19,134.0,134,71.32,59.63,Ravi,60,Printer_A
Haldi Powder,Masala,200gm,B08722,2023-11-24,26.8,134,54.28,44.04,Ravi,281,Printer_A
